Name,GPU_Brand,GPU_Chipset,Model,Memory_Size,Memory_Type,Base_Clock,Boost_Clock,TDP,Interface,Length,Cooling_Type,Power_Connectors,SLI_Support,CrossFire_Support,DisplayPort,HDMI,G-SYNC_Support,FreeSync_Support,Expansion_Slots,Seller_Product_URL,Price
MSI GeForce RTX 4070 Ti SUPRIM X 12G11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti SUPRIM X 12G,12.0,GDDR6X,2310.0,2790.0,285.0,PCIe x16,338.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://www.bhphotovideo.com/c/product/1742876-REG/msi_g407tsx12_geforce_rtx_4070_ti.html/BI/21936/KBID/28297,819.99
MSI GeForce RTX 4070 Ti SUPRIM X 12G11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti SUPRIM X 12G,12.0,GDDR6X,2310.0,2790.0,285.0,PCIe x16,338.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://click.linksynergy.com/link?id=nwUw4CS3F2g&offerid=1270124.24348358905&type=15&murl=https%3A%2F%2Fwww.gamestop.com%2Fpc-gaming%2Fpc-components%2Fvideo-cards%2Fproducts%2Fmsi-geforce-rtx-4070-ti-suprim-x-gpu-12gb-gddr6-pci-express-4.0-rgb-triple-fan-dlsss-3-graphics-card-g407tsx12%2F358905.html,929.99
MSI GeForce RTX 4070 Ti SUPRIM X 12G11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti SUPRIM X 12G,12.0,GDDR6X,2310.0,2790.0,285.0,PCIe x16,338.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://www.anrdoezrs.net/click-100287793-13502820?url=https%3A%2F%2Fwww.dell.com%2Fen-us%2Fshop%2Frtx-4070-ti-suprim-x-12g%2Fapd%2Fac422783%2Fparts-batteries-upgrades%3Ftfcid%3D33163968%26,1122.0
MSI GeForce RTX 4070 Ti VENTUS 2X 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 2X 12G OCGeForce RTX 4070 Ti VENTUS 2X 12G OC,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,242.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2005&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4070-Ti-VENTUS-2X-12G-OC&intsrc=CATF_16410,690.99
MSI GeForce RTX 4070 Ti VENTUS 2X 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 2X 12G OCGeForce RTX 4070 Ti VENTUS 2X 12G OC,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,242.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137840%26ignorebbr%3d1,739.99
MSI GeForce RTX 4070 Ti VENTUS 2X 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 2X 12G OCGeForce RTX 4070 Ti VENTUS 2X 12G OC,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,242.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1800230-REG/msi_geforce_rtx_4070_ti.html/BI/21936/KBID/28297,769.99
MSI GeForce RTX 4070 Ti VENTUS 2X WHITE 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 2X WHITE 12G OCGeForce RTX 4070 Ti VENTUS 2X WHITE 12G OC,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,242.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1789219-REG/msi_geforce_rtx_4070_ti.html/BI/21936/KBID/28297,799.0
MSI GeForce RTX 4070 Ti VENTUS 2X WHITE 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 2X WHITE 12G OCGeForce RTX 4070 Ti VENTUS 2X WHITE 12G OC,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,242.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137839%26ignorebbr%3d1,809.99
MSI GeForce RTX 4070 Ti VENTUS 3X E 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 3X E 12G OCGeForce RTX 4070 Ti VENTUS 3X E 12G OCV513-249R,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,308.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137827%26ignorebbr%3d1,739.97
MSI GeForce RTX 4070 Ti VENTUS 3X E 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 3X E 12G OCGeForce RTX 4070 Ti VENTUS 3X E 12G OCV513-249R,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,308.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1788919-REG/msi_rtx_4070_ti_ventus_3x_e_12g_oc_geforce_rtx_4070_ti.html/BI/21936/KBID/28297,749.99
MSI GeForce RTX 4070 Ti VENTUS 3X E 12G OC11th / 101,NVIDIA,GeForce RTX 4070 Ti,RTX 4070 Ti VENTUS 3X E 12G OCGeForce RTX 4070 Ti VENTUS 3X E 12G OCV513-249R,12.0,GDDR6X,2310.0,2655.0,285.0,PCIe x16,308.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/633495/10014?prodsku=6560957&u=https%3A%2F%2Fapi.bestbuy.com%2Fclick%2F-%2F6560957%2Fpdp&intsrc=CATF_4831,779.99
MSI GeForce RTX 4070 VENTUS 2X 12G22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X 12GGeForce RTX 4070 VENTUS 2X 12G,12.0,GDDR6X,1920.0,2490.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=1744&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4070-VENTUS-2X-12G&intsrc=CATF_16410,549.99
MSI GeForce RTX 4070 VENTUS 2X 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X 12G OC,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0BZB7DS7Q?tag=pangoly0b-20,809.98
MSI GeForce RTX 4070 VENTUS 2X WHITE 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X WHITE 12G OCGeForce RTX 4070 VENTUS 2X WHITE 12G OCV513-403R,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=1743&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4070-VENTUS-2X-WHITE-12G-OC&intsrc=CATF_16410,544.99
MSI GeForce RTX 4070 VENTUS 2X WHITE 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X WHITE 12G OCGeForce RTX 4070 VENTUS 2X WHITE 12G OCV513-403R,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://goto.walmart.com/c/2632153/1285387/9383?prodsku=5060607604&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FMSI-Ventus-GeForce-RTX-4070-12GB-GDDR6X-PCI-Express-4-0-ATX-Video-Card-RTX-4070-VENTUS-2X-WHITE-12G-OC%2F5060607604&intsrc=CATF_9768,549.99
MSI GeForce RTX 4070 VENTUS 2X WHITE 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X WHITE 12G OCGeForce RTX 4070 VENTUS 2X WHITE 12G OCV513-403R,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1788864-REG/msi_geforce_rtx_4070_ventus.html/BI/21936/KBID/28297,554.99
MSI GeForce RTX 4070 VENTUS 2X WHITE 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 2X WHITE 12G OCGeForce RTX 4070 VENTUS 2X WHITE 12G OCV513-403R,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,242.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137833%26ignorebbr%3d1,569.99
MSI GeForce RTX 4070 VENTUS 3X 12G22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 3X 12G,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,308.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/633495/10014?prodsku=6539606&u=https%3A%2F%2Fapi.bestbuy.com%2Fclick%2F-%2F6539606%2Fpdp&intsrc=CATF_4831,539.99
MSI GeForce RTX 4070 VENTUS 3X 12G22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 3X 12G,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,308.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.bhphotovideo.com/c/product/1759545-REG/msi_g4070v3x12_geforce_rtx_4070_ventus.html/BI/21936/KBID/28297,559.99
MSI GeForce RTX 4070 VENTUS 3X 12G22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 3X 12G,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,308.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=1742&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4070-VENTUS-3X-12G&intsrc=CATF_16410,559.99
MSI GeForce RTX 4070 VENTUS 3X 12G22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 3X 12G,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,308.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137790%26ignorebbr%3d1,574.99
MSI GeForce RTX 4070 VENTUS 3X 12G OC22nd / 101,NVIDIA,GeForce RTX 4070,RTX 4070 VENTUS 3X 12G OCGeForce RTX 4070 VENTUS 3X 12G OC,12.0,GDDR6X,1920.0,2520.0,200.0,PCIe x16,308.0,3 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://www.amazon.com/dp/B0BZB6WJZJ?tag=pangoly0b-20,999.97
MSI GeForce RTX 4080 16GB GAMING X SLIM WHITE5th / 101,NVIDIA,GeForce RTX 4080,RTX 4080 16GB GAMING X SLIM WHITEGeForce RTX 4080 16GB GAMING X SLIM WHITE,16.0,GDDR6X,2205.0,2610.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137843%26ignorebbr%3d1,999.99
MSI GeForce RTX 4080 16GB GAMING X SLIM WHITE5th / 101,NVIDIA,GeForce RTX 4080,RTX 4080 16GB GAMING X SLIM WHITEGeForce RTX 4080 16GB GAMING X SLIM WHITE,16.0,GDDR6X,2205.0,2610.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2196&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4080-16GB-GAMING-X-SLIM-WHITE&intsrc=CATF_16410,1249.99
MSI GeForce RTX 4080 16GB GAMING X SLIM WHITE5th / 101,NVIDIA,GeForce RTX 4080,RTX 4080 16GB GAMING X SLIM WHITEGeForce RTX 4080 16GB GAMING X SLIM WHITE,16.0,GDDR6X,2205.0,2610.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://www.bhphotovideo.com/c/product/1805021-REG/msi_g408016gxsw_geforce_rtx_4080_16gb.html/BI/21936/KBID/28297,1265.0
MSI GeForce RTX 4080 SUPER 16G EXPERT4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G EXPERTGeForce RTX 4080 SUPER 16G EXPERT,16.0,GDDR6X,2210.0,2625.0,320.0,PCIe x16,312.0,2 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://www.amazon.com/dp/B0CSZBBQ9B?tag=pangoly0b-20,1525.0
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIMGeForce RTX 4080 SUPER 16G GAMING X SLIM,16.0,GDDR6X,2210.0,2625.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137886%26ignorebbr%3d1,1099.97
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIMGeForce RTX 4080 SUPER 16G GAMING X SLIM,16.0,GDDR6X,2210.0,2625.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2194&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4080-SUPER-16G-GAMING-X-SLIM&intsrc=CATF_16410,1099.99
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIM WHITEGeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE,16.0,GDDR6X,2210.0,2625.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2218&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4080-SUPER-16G%20-GAMING-X-SLIM-WHITE&intsrc=CATF_16410,1099.99
MSI GeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G GAMING X SLIM WHITEGeForce RTX 4080 SUPER 16G GAMING X SLIM WHITE,16.0,GDDR6X,2210.0,2625.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137884%26ignorebbr%3d1,1299.99
MSI GeForce RTX 4080 SUPER 16G SUPRIM X4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G SUPRIM XGeForce RTX 4080 SUPER 16G SUPRIM XG4080S16SXV511-248R,16.0,GDDR6X,2210.0,2655.0,320.0,PCIe x16,336.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://www.bhphotovideo.com/c/product/1806972-REG/msi_g4080s16sx_geforce_rtx_4080_super.html/BI/21936/KBID/28297,1199.99
MSI GeForce RTX 4080 SUPER 16G SUPRIM X4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G SUPRIM XGeForce RTX 4080 SUPER 16G SUPRIM XG4080S16SXV511-248R,16.0,GDDR6X,2210.0,2655.0,320.0,PCIe x16,336.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://goto.walmart.com/c/2632153/1285387/9383?prodsku=5424024074&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FMSI-Suprim-GeForce-RTX-4080-SUPER-16GB-GDDR6X-PCI-Express-4-0-Video-Card-RTX-4080-SUPER-16G-SUPRIM-X%2F5424024074&intsrc=CATF_9768,1199.99
MSI GeForce RTX 4080 SUPER 16G SUPRIM X4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G SUPRIM XGeForce RTX 4080 SUPER 16G SUPRIM XG4080S16SXV511-248R,16.0,GDDR6X,2210.0,2655.0,320.0,PCIe x16,336.0,3 Fans,116.0,No,No,3.0,1.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137853%26ignorebbr%3d1,1224.97
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://goto.walmart.com/c/2632153/1285387/9383?prodsku=5301198249&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FMSI-Ventus-GeForce-RTX-4080-SUPER-16GB-GDDR6X-PCI-Express-4-0-Video-Card-RTX-4080-SUPER-16G-VENTUS-3X-OC%2F5301198249&intsrc=CATF_9768,958.39
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2052&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4080-SUPER-16G-VENTUS-3X-OC&intsrc=CATF_16410,1029.99
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6571812&u=https%3A%2F%2Fwww.bestbuy.com%2Fsite%2Fmsi-nvidia-geforce-rtx-4080-super-16gb-ventus-3x-oc-16gb-gddr6x-pci-express-4-0-graphics-card-black%2F6571812.p%3FskuId%3D6571812&intsrc=CATF_21610,1029.99
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://www.bhphotovideo.com/c/product/1806974-REG/msi_g4080s16v3c_geforce_rtx_4080_super.html/BI/21936/KBID/28297,1049.99
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://www.kqzyfj.com/click-100287793-13502820?url=https%3A%2F%2Fwww.dell.com%2Fen-us%2Fshop%2Fmsi-nvidia-geforce-rtx-4080-super-graphic-card-16-gb-gddr6x%2Fapd%2Fac940893%2Fparts-batteries-upgrades%3Ftfcid%3D33163968,1146.99
MSI GeForce RTX 4080 SUPER 16G VENTUS 3X OC4th / 101,NVIDIA,GeForce RTX 4080 SUPER,RTX 4080 SUPER 16G VENTUS 3X OCGeForce RTX 4080 SUPER 16G VENTUS 3X OCG4080S16V3C,16.0,GDDR6X,2210.0,2595.0,320.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137852%26ignorebbr%3d1,1299.99
MSI GeForce RTX 4090 GAMING X SLIM 24G2nd / 101,NVIDIA,GeForce RTX 4090,RTX 4090 GAMING X SLIM 24GGeForce RTX 4090 GAMING X SLIM 24G,24.0,GDDR6X,2235.0,2610.0,450.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://www.amazon.com/dp/B0CHBVHQRQ?tag=pangoly0b-20,3189.0
MSI GeForce RTX 4090 VENTUS 3X E 24G OC2nd / 101,NVIDIA,GeForce RTX 4090,GeForce RTX 4090 VENTUS 3X E 24G OCRTX 4090 VENTUS 3X E 24G OCV510-271R,24.0,GDDR6X,2235.0,2565.0,450.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137842%26ignorebbr%3d1,1599.99
MSI GeForce RTX 4090 VENTUS 3X E 24G OC2nd / 101,NVIDIA,GeForce RTX 4090,GeForce RTX 4090 VENTUS 3X E 24G OCRTX 4090 VENTUS 3X E 24G OCV510-271R,24.0,GDDR6X,2235.0,2565.0,450.0,PCIe x16,322.0,3 Fans,116.0,No,No,2.0,2.0,Yes,No,3.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=1531&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-4090-VENTUS-3X-E-24G-OC&intsrc=CATF_16410,1899.99
MSI GeForce RTX 5050 8G GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G GAMING OC,8.0,GDDR6,2317.0,2647.0,130.0,PCIe x16,202.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137980%26ignorebbr%3d1,269.99
MSI GeForce RTX 5050 8G GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G GAMING OC,8.0,GDDR6,2317.0,2647.0,130.0,PCIe x16,202.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2718&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX%205050-8G-GAMING-OC&intsrc=CATF_16410,269.99
MSI GeForce RTX 5050 8G GAMING OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G GAMING OC,8.0,GDDR6,2317.0,2647.0,130.0,PCIe x16,202.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638592&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fmsi-nvidia-geforce-rtx-5050-8g-gaming-oc-8gb-gddr6-pci-express-gen-5-graphics-card-black%2FJ3P7TXHJLW&intsrc=CATF_21610,269.99
MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G SHADOW 2X OC,8.0,GDDR6,2317.0,2617.0,130.0,PCIe x16,197.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2721&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%3Fproduct_id%3D2721&intsrc=CATF_16410,249.99
MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G SHADOW 2X OC,8.0,GDDR6,2317.0,2617.0,130.0,PCIe x16,197.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6638594&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Fmsi-nvidia-geforce-rtx-5050-8g-shadow-2x-oc-8gb-gddr6-pci-express-gen-5-graphics-card-black%2FJ3P7TXHJLS&intsrc=CATF_21610,249.99
MSI GeForce RTX 5050 8G SHADOW 2X OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G SHADOW 2X OC,8.0,GDDR6,2317.0,2617.0,130.0,PCIe x16,197.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137982%26ignorebbr%3d1,249.99
MSI GeForce RTX 5050 8G VENTUS 2X OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G VENTUS 2X OC,8.0,GDDR6,2317.0,2617.0,130.0,PCIe x16,197.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16814137981%26ignorebbr%3d1,269.99
MSI GeForce RTX 5050 8G VENTUS 2X OC53rd / 101,NVIDIA,GeForce RTX 5050,RTX 5050 8G VENTUS 2X OC,8.0,GDDR6,2317.0,2617.0,130.0,PCIe x16,197.0,2 Fans,18.0,No,No,3.0,1.0,Yes,No,2.0,https://msi.pxf.io/c/2632153/1986809/23099?prodsku=2720&u=https%3A%2F%2Fus-store.msi.com%2FGraphics-Cards%2FNVIDIA-GPU%2FGeForce-RTX-5050-8G-VENTUS-2X-OC&intsrc=CATF_16410,269.99
