Name,URL,Price,Brand,Chipset,Socket,Form Factor,Memory Type,Memory Max OC,WiFi,WiFi Standard,PCIe,M2 Gen,VRM
"4 inch TFT LCD Display Touch Screen 480x320 for Arduino, Resistive Touch Screen, High-Resolution, Compatible with Arduino UNO & NUCLEO Series",https://www.amazon.fr/Display-480x320-Resistive-High-Resolution-Compatible/dp/B0DYJHTX29/ref=sr_1_738?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-738&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"28,32 €",,,,,,,No,,,,
"GIGABYTE H810M H Carte mère - Processeurs Intel Core Ultra (Série 2), VRM 4+1+2 Phases, jusqu'à 6400 MHz DDR5, 1xPCIe 4.0 M.2, LAN 1GbE, USB 3.2 Gen 1",https://www.amazon.fr/GIGABYTE-H810M-Carte-m%C3%A8re-Processeurs/dp/B0DXFXK8CY/ref=sr_1_739?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-739&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"91,62 €",Gigabyte,H810M,,,DDR5,,No,,4.0,,
"19 Pin USB 3.0 Header, USB 2.0 Splitter Adapter, 1.57x1.18in Portable 9 Connector, Stable Data Transmission, Motherboard Extension for Water Cooling Equipment, PC Case Expansion",https://www.amazon.fr/1-57x1-18in-Connector-Transmission-Motherboard-Extension/dp/B0F6MCTS45/ref=sr_1_740?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-740&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"7,19 €",,,,,,,No,,,,
"Biostar B450NH Carte mère (B450, AM4, mITX, AMD)",https://www.amazon.fr/Biostar-Carte-m%C3%A8re-B450NH-B450/dp/B0B2KJFZ91/ref=sr_1_741?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-741&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Biostar,B450,AM4,,,,No,,,,
TB250-BTC 12 GPU Graphics Card Motherboard Computer Board Ethereum ETH Mining with 1 Year Guarantee (Motherboard+CPU+CPU Cooler+4G DDR4 Memory),https://www.amazon.fr/TB250-BTC-Graphics-Motherboard-Computer-Guarantee/dp/B093G15FZ6/ref=sr_1_742?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-742&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,,,,DDR4,,No,,,,
MSI X99S Sli Plus Cartes mère Intel ATX Socket 2011-V3,https://www.amazon.fr/MSI-X99S-Cartes-Socket-2011-V3/dp/B00N773GHC/ref=sr_1_743?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-743&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Msi,2011,,ATX,,,No,,,,
"ASUS PRIME B660M-A WIFI D4 – Carte mère Intel B660 LGA 1700 mATX (PCIe 4.0, 2 x M.2 slots, Intel 1Gb Ethernet, Wi-Fi 6 , DisplayPort,2 x HDMI, USB 3.2 Gen 2, Gen 1 Type-C, Aura Sync RGB)",https://www.amazon.fr/ASUS-PRIME-B660M-WIFI-DisplayPort/dp/B09P3SM727/ref=sr_1_744?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-744&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asus,B660M,,,,,Yes,WiFi ,4.0,,
Biostar Z590MHP,https://www.amazon.fr/Biostar-Carte-m%C3%A8re-Z590MHP-Intel/dp/B0CT92NFJB/ref=sr_1_746?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-746&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Biostar,,,,,,No,,,,
FUXIU Pour souris de jeu sans fil Hot-swap Micro-motion Motherboard Edition,https://www.amazon.fr/FUXIU-souris-Hot-swap-Micro-motion-Motherboard/dp/B0DBZMKZSR/ref=sr_1_747?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-747&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,,,,,,No,,,,
"GIGABYTE B860I AORUS Pro Ice Carte mère - Processeurs Intel Core Ultra, VRM 8+1+2+1 Phases, jusqu'à 9200MHz DDR5, 1xPCIe 5.0 + 1xPCIe 4.0 M.2, LAN 2,5 GbE, WiFi 7, Thunderbolt 4",https://www.amazon.fr/GIGABYTE-B860I-AORUS-Carte-m%C3%A8re/dp/B0DQNK5KN4/ref=sr_1_748?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-748&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"184,99 €",Gigabyte,B860I,,,DDR5,,Yes,WiFi 7,"5.0, 4.0",,
ASROCK MB AMD TRX50 Threadripper,https://www.amazon.fr/ASROCK-MB-AMD-TRX50-Threadripper/dp/B0CP18RY4B/ref=sr_1_749?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-749&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asrock,,,,,,No,,,,
Compatible avec Xiaomi 11T 5G / 11T Pro 5G Flat Flex NASTRO cable motherboard connecteur arrière affichage connexion MAIN TO SUB BOARD,https://www.amazon.fr/Compatible-motherboard-connecteur-affichage-connexion/dp/B0CQVX91CW/ref=sr_1_750?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-750&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"9,99 €",,,,,,,No,,,,
"PUSOKEI Carte Mère LGA2011-3 Deskstop pour X99 Chipset DDR4 Computer Mainboard -4 DDR4 2133/2400/2800 Memory / 32 Go, 8 SATA2.0 Port - 1 SSD M.2 Interface avec SATA Cable (CR2032",https://www.amazon.fr/PUSOKEI-LGA2011-3-Deskstop-Computer-Mainboard/dp/B0948FQDLM/ref=sr_1_751?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-751&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"157,45 €",,2133,LGA2011,,DDR4,,No,,,,
Tassety X99 Carte mère à double prise avec câble de démarrage double alimentation 24 broches LGA2011-3 Dual CPU DDR4 8X SATA2.0,https://www.amazon.fr/Tassety-d%C3%A9marrage-alimentation-broches-LGA2011-3/dp/B0CVVTVP5Q/ref=sr_1_752?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-752&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,,LGA2011,,DDR4,,No,,,,
"Carte Mère de Jeu DDR3, Carte Mère D'ordinateur pour Processeurs Corei7, I5, I3 (LGA1155) 2 Interface Réseau DDR3 100M",https://www.amazon.fr/Dordinateur-Processeurs-Corei7-LGA1155-Interface/dp/B0B7BVMPHG/ref=sr_1_753?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-753&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,100M,LGA1155,,,,No,,,,
"19 Pin USB 3.0 Header, USB 2.0 Port Expander, Motherboard to 9 Internal HUB Connector for Water Cooling Equipment, Fan Controller & PC Case",https://www.amazon.fr/Expander-Motherboard-Connector-Equipment-Controller/dp/B0F79BM98J/ref=sr_1_754?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-754&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"7,49 €",,,,,,,No,,,,
Carte Mère ASRock B365M-ITX/AC (Intel LGA 1151v2) Mini ITX,https://www.amazon.fr/ASRock-B365M-ITX-ac-AC/dp/B07MW8S89F/ref=sr_1_755?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-755&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asrock,B365M,,MINIITX,,,No,,,,
"ASUS ProArt B760-CREATOR D4 – Carte mère Intel B760 LGA 1700 ATX (DDR4, 12+1 Dr.MOS, PCIe 5.0, 3 x M.2 slots, 2.5 Gb & 1 Gb Ethernet, USB 3.2 Gen 2x2 Type-C , Thunderbolt USB4 support)",https://www.amazon.fr/ASUS-ProArt-B760-CREATOR-D4-Thunderbolt/dp/B0BRLB8TSB/ref=sr_1_756?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-756&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asus,B760,,ATX,DDR4,,No,,5.0,,
"ASUS ROG Strix Z790F Carte mère Gaming WiFi 6E LGA 1700 (Intel® 13ème et 12ème génération) ATX Gaming (16 + 1 Niveaux de Puissance, DDR5, Quatre emplacements M.2, PCIe® 5.0, WiFi 6E, USB 3.2 Gen 2x2",https://www.amazon.fr/ASUS-ROG-Z790-F-g%C3%A9n%C3%A9ration-emplacements/dp/B0BHXR294V/ref=sr_1_757?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-757&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asus,Z790F,,ATX,DDR5,,Yes,WiFi 6e,,,
"Carte Mère NM-B061 NM-A531, Compatible avec Lenovo, ThinkPad X260 X270, for Ordinateur Portable. avec Processeurs Intel Core I3, Intel Core I5, Intel Core I7.(X270 I7-6600U)",https://www.amazon.fr/Compatible-ThinkPad-Ordinateur-Portable-Processeurs/dp/B0FM7L9VKQ/ref=sr_1_758?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-758&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,B061,,,,,No,,,,
"Carte Mère de Bureau, Carte Mère de Jeu Micro ATX, LGA 1155 I3/I5/I7, DDR3 Double Canal, M.2 NVMe NGFF, PCIe, Sortie HDMI VGA, USB 2.0, LAN 10/100 Mbps, Alimentation Triphasée",https://www.amazon.fr/Bureau-Double-Sortie-Alimentation-Triphas%C3%A9e/dp/B0CHMTQL63/ref=sr_1_759?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-759&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,1155,,MICROATX,,,No,,,,
Carte Mère S10 128 Go Déverrouillée pour Remplacement (Version UE),https://www.amazon.fr/Samsung-Galaxy-D%C3%A9verrouill%C3%A9e-Remplacement-Version/dp/B0CB4SRKNG/ref=sr_1_760?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-760&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"102,99 €",,128,,,,,No,,,,
S2IZ5O Refrigerator Power Board CE-BCD530WE-S Motherboard 5023010100A7 Control Board 17131000000235,https://www.amazon.fr/S2IZ5O-Refrigerator-CE-BCD530WE-S-5023010100A7-17131000000235/dp/B0DT9QXSL6/ref=sr_1_761?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-761&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"122,33 €",,,,,,,No,,,,
"ASUS Z97-A Carte Mère de Bureau LGA 1150 pour Core I7 I5 I3, DDR3 SATA3 USB3.0 - Utilisé",https://www.amazon.fr/Bureau-utilis%C3%A9-Ajustement-USB3-0-dordinateur/dp/B09CPPJHYY/ref=sr_1_762?c=ts&dib=eyJ2IjoiMSJ9.CrmbfX7rN0ZD9Lt4AQfPktXzwEyX4-c7D7SuCs_drBUc1snvfXWWzyXM3mNxm0cHdlfHW2vTrqGgTfTJtyus_f0vZ8F8aFpqrnxSlsSLbKa0AVL91deq84N50Lnj3qMVc32AF-y5Qkfuc2XIb4RinSEFe8F8GOMDAgZzZKohWO2i-3PMs7dj8ON_vo5xsnEpzwGaYb6DFwWzUwb8rjm-DiRqSWX0Ei6jwHmkM7DzSlmiVxneKhLwSnQCuaCfedFneHts67DWwMovuxyLGJDgtt8x_sqkyYAbko0xMmcjlOo.tcV5z18XJUlCi7Y-257h4exyA340uOPhMu5oetbeQ8Q&dib_tag=se&keywords=Motherboards&qid=1760141214&s=computers&sr=1-762&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asus,1150,,,,,No,,,,
