Name,URL,Price,Brand,Chipset,Socket,Form Factor,Memory Type,Memory Max OC,WiFi,WiFi Standard,PCIe,M2 Gen,VRM
AABCOOLING AMD AM2 AM3 Backplate/RM - Backplate Rotention Module - Un Support de Montage Qui Assure l’Installation Facile du Refroidisseur,https://www.amazon.fr/AABCOOLING-AMD-Backplate-lInstallation-Refroidisseur/dp/B075QH5FD5/ref=sr_1_714?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-714&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"7,03 €",,,AM2,,,,No,,,,
"Carte Mère H310 LGA 1151, Carte Mère Micro ATX DDR4 Prend en la 8ème et 9ème Génération pour Lvy Bridge pour, SATA 6Gbs, NVME M.2, DVI, HDMI, VGA, USB 3.0",https://www.amazon.fr/Carte-Micro-Prend-G%C3%A9n%C3%A9ration-Bridge/dp/B0CSYB8PRD/ref=sr_1_715?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-715&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"131,95 €",,H310,,MICROATX,DDR4,,No,,,,
"Carte mère du projecteur, compatible avec le projecteur Xiaomi Mijia Smart 2(Motherboard)",https://www.amazon.fr/Carte-projecteur-compatible-Xiaomi-Motherboard/dp/B0FPBMDL61/ref=sr_1_716?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-716&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,,,,,,No,,,,
"MINISFORUM BD795i SE Carte mère,AMD Ryzen 9 7945HX 16C/32T, jusqu'à 5,4 GHz, AMD Radeon 610M, Emplacement PCIe 5.0 x16, Double PCIe4.0 M.2, DDR5,HDMI/DP/USB-C, 2.5 G RJ45, USB 3.2",https://www.amazon.fr/MINISFORUM-BD795i-SE-Emplacement-PCIe4-0/dp/B0DSMRMFF5/ref=sr_1_717?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-717&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"346,58 €",,610M,,,DDR5,,No,,"5.0, 4.0",,
"GIGABYTE B850 Gaming X WIFI6E Carte mère AMD AM5 LGA 1718, ATX, DDR5, 3X M.2, PCIe 5.0, USB-C, WIFI6E, LAN 2,5 GbE, EZ-Loquet",https://www.amazon.fr/GIGABYTE-B850-Gaming-WIFI6E-EZ-Loquet/dp/B0DQLH22F6/ref=sr_1_718?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-718&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,B850,AM5,ATX,DDR5,,Yes,WiFi 6e,5.0,,
"GIGABYTE B760M Gaming X AX Carte mère - Compatible avec Les processeurs Intel Core 14e génération, VRM 8+1+1 Phases, jusqu'à 7600 MHz DDR5, 2xPCIe 4.0 M.2, Wi-FI 6E, LAN 2.5GbE, USB 3.2 Gen 2",https://www.amazon.fr/Gigabyte-B760M-Gaming-AX-Intel/dp/B0CHM6W8BY/ref=sr_1_719?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-719&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"145,58 €",Gigabyte,B760M,,,DDR5,,No,,4.0,,
"Carte Mère D'ordinateur de Bureau, LGA 1155 Usb3.0 SATA Mainboard DDR3 SATA3.0 High-Speed Hard Disk Interface Memory Nuclear HDMI HD Graphics for B75 19x17x4cm / 7.5x6.7x1.6in",https://www.amazon.fr/Dordinateur-Mainboard-High-Speed-Interface-7-5x6-7x1-6in/dp/B095H49297/ref=sr_1_720?c=ts&dib=eyJ2IjoiMSJ9.iF1yIHupkJmPMuVO-eSjRt5Boo6jqUf6E8_8KrYVwc1GT7kblrCB-22bxRZ0uNgMQbxhKS_fx2ReshwcQSAT1sFYo-EJ-U13UuDQYoBaEOTfxFw5VMcmLGTPslcuRoev64B_CAIHgaf0VOCj1sF5BWF2agTWa9Xln7yQZ435KpLtLNo4zlUtN4wnWstMmHiklfl4hfqRVng-VAsf__GWxVOfYc0bmSOZlTaNqGRVedkvbz3dyIGQ8wHbrj1fDg1abQcL-YZHnGZWRgdvK55pTr-98QvpHPzeGYJKx8yoVZk.JWtLlG5t84JIX_HPD8X_0CzXtc-DE__Dw0gk7YYjL4s&dib_tag=se&keywords=Motherboards&qid=1760141205&s=computers&sr=1-720&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,1155,,,,,No,,,,
"ASUS Z170I Pro Gaming Intel Z170 LGA 1151 (Emplacement H4) Mini ITX Z170I Pro Gaming, DDR4-SDRAM, DIMM, 2600,3333,2666,3400,2800,2933,2133,3000,3100,2400,3200 MHz, Dual, 32 Go, Intel",https://www.amazon.fr/ASUS-Z170I-Gaming-Intel-LGA1151/dp/B07D5HXM9K/ref=sr_1_721?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-721&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asus,Z170I,,MINIITX,DDR4,,No,,,,
"Sxhlseller Carte Mère de Bureau, Carte Mère H61 LGA 1155 Prise en Double Canal DDR3 8G, I3/i5/i7 G530/G630/G860 avec Alimentation Triphasée, M.2 NVMe NGFF pour PC",https://www.amazon.fr/Sxhlseller-Bureau-Charge-Alimentation-Triphas%C3%A9e/dp/B0CFVRHM2N/ref=sr_1_722?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-722&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"50,34 €",,1155,,,,,No,,,,
"GIGABYTE B650 AORUS ELITE AX ICE Carte mère - Compatible avec les processeurs AMD Ryzen 9000, VRM numérique 12+2+2 phases, jusqu'à 8000 MHz DDR5 (OC), 1xPCIe 5.0 + 2xPCIe 4.0 M.2, Wi-Fi 6E, LAN 2.5GbE",https://www.amazon.fr/GIGABYTE-B650-Elite-AX-Ice/dp/B0CN8W5VZ4/ref=sr_1_723?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-723&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,B650,,,DDR5,,No,,"5.0, 4.0",,
"ASUS ProArt B660-CREATOR D4 – Carte mère Intel B660 LGA1700 ATX (12+1 phases d’alimentation 50A, PCIe 5.0, DDR4, USB-C DisplayPort, 2.5 Gb, 1 Gb Ethernet, 3 x M.2 slots)",https://www.amazon.fr/ASUS-ProArt-B660-CREATOR-dalimentation-DisplayPort/dp/B09NW9K4YY/ref=sr_1_724?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-724&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"150,04 €",Asus,B660,LGA1700,ATX,DDR4,,No,,5.0,,
"GIGABYTE B860M DS3H WIFI6E Carte mère - Processeurs Intel Core Ultra, VRM 5+1+2+1 Phases, jusqu'à 9066MHz DDR5, 1xPCIe 5.0 + 1xPCIe 4.0 M.2, LAN 2,5 GbE, WiFi 6E, USB 3.2 Gen 2",https://www.amazon.fr/GIGABYTE-B860M-DS3H-WIFI6E-Carte/dp/B0DQNKC8HZ/ref=sr_1_725?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-725&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"124,99 €",Gigabyte,B860M,,,DDR5,,Yes,WiFi 6e,"5.0, 4.0",,
B650M Motherboard AMD B650 Socket AM5 DDR5 128G M.2 M-ATX Mainboard,https://www.amazon.fr/B650M-Motherboard-Socket-M-ATX-Mainboard/dp/B0FLD8XLQ6/ref=sr_1_726?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-726&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,B650M,AM5,ATX,DDR5,,No,,,,
Limtula Adaptateur PCIE pour contrôleur hôte de bureau Carte d'extension PCIe3.0 X16 Solid States Disk Converters Motherboards Extension,https://www.amazon.fr/Limtula-Adaptateur-contr%C3%B4leur-dextension-Motherboards/dp/B0DF5VVMN8/ref=sr_1_727?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-727&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,,,,,,,No,,3.0,,
MSI Z87-G45 Gaming Carte mère Intel ATX Socket 1150,https://www.amazon.fr/MSI-Z87-G45-Gaming-Carte-Socket/dp/B00D12OBEU/ref=sr_1_728?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-728&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Msi,1150,,ATX,,,No,,,,
"ASUS TUF GAMING H670-PRO WIFI D4 – Carte mère gaming Intel H670 LGA 1700 ATX (PCIe 5.0, 4 x PCIe 4.0, M.2, 14+1 DrMOS, Intel 2.5Gb Ethernet, DisplayPort, HDMI, USB 3.2 Gen 1 Type-C, Aura Sync RGB)",https://www.amazon.fr/ASUS-TUF-GAMING-H670-PRO-WIFI/dp/B09NWBLJNL/ref=sr_1_729?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-729&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"164,20 €",Asus,H670,,ATX,,,Yes,WiFi ,"5.0, 4.0",,
MB ASRock AMD AM5 B850 Pro-A,https://www.amazon.fr/ASRock-AMD-AM5-B850-Pro/dp/B0DS6M1ZRN/ref=sr_1_730?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-730&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Asrock,B850,AM5,,,,No,,,,
TCS34725 Capteur de Couleur de lumière AYWHP 2 PCS RVB Module de détection de Couleur Capteur de Couleur RVB Compatible avec Arduino,https://www.amazon.fr/TCS34725-Capteur-AYWHP-d%C3%A9tection-Compatible/dp/B0F7LJF77V/ref=sr_1_731?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-731&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"8,32 €",,,,,,,No,,,,
TUF Gaming B850M-E WiFi,https://www.amazon.fr/ASUS-90MB1LS0-M0EAY0-Gaming-B850M-E-WiFi/dp/B0F7X4NZRL/ref=sr_1_732?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-732&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"156,66 €",,B850M,,,,,Yes,WiFi ,,,
"GIGABYTE Z790 AORUS Elite DDR4 Carte mère - Compatible avec processeurs Intel Core 14th Gen CPUs, 16+1+2 Phases Digital VRM, up to 5333MHz DDR4 (OC), 4xPCIe 4.0 M.2, 2.5GbE LAN, USB 3.2 Gen 2x2",https://www.amazon.fr/GIGABYTE-GiBy-Z790-Elite-DDR4/dp/B0BPMGC4RJ/ref=sr_1_733?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-733&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,Z790,,,DDR4,,No,,4.0,,
Gigabyte X99-Sli Carte mère Intel ATX Socket LGA 2011,https://www.amazon.fr/Gigabyte-X99-Sli-Carte-Intel-Socket/dp/B00YCPOQK4/ref=sr_1_735?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-735&ts_id=430341031&xpid=ZI83ORZ8tsFrB,N/A,Gigabyte,2011,,ATX,,,No,,,,
"YIMATEECO Plaque de Protection I/O Vierge en PVC avec adhésif, Plaque de Protection IO Vierge pour Toutes Les Cartes mères PC, boîtier d'ordinateur de Bureau (172 x 58 mm, 2 pièces, Blanc)",https://www.amazon.fr/YIMATEECO-Protection-adh%C3%A9sif-bo%C3%AEtier-dordinateur/dp/B0CMTQDNR7/ref=sr_1_736?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-736&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"11,66 €",,172,,,,,No,,,,
"ASHATA Carte Mère LGA 1155 D'Ordinateur de Bureau, Sortie NVME WiFi M.2 VGA HD 10 USB 2.0 DDR3 Mini ITX pour Remplacement D'Ordinateur PC",https://www.amazon.fr/ASHATA-Dordinateur-Bureau-Sortie-Remplacement/dp/B0C9HQ95Y6/ref=sr_1_737?c=ts&dib=eyJ2IjoiMSJ9.iK2FB2HdBNFOiGtufw8kMoSsOStBtUi_koNnC2cnVFAi6S73QFBPhy3Ahz45aImBIB4Wf9smSclDdMCc5odVWXLrqrhB7RkXHG2lAxmL1zPqoGb_FfwazXkZjuvKZ9BVcy-viOnAExTig1X8KQHi_cjMKYJstzHiJmsOmAQsAyKQyYT0EPh3Nh4UTPHdrMKvLpypN-DLE4a3KqG98W_uZJyXZk7DYmwP7iEpOmJdymY7n7LRKwJzwMLYA3QsKGZCEuAstw1x4iK8BeuO99apdun0SgtU-5e5_bOy30ubIdI.wfyc-xRnynBYYXa-wMW9bJMXRaSUzT6UbmziUFmJ_H0&dib_tag=se&keywords=Motherboards&qid=1760141211&s=computers&sr=1-737&ts_id=430341031&xpid=ZI83ORZ8tsFrB,"65,21 €",,1155,,MINIITX,,,Yes,WiFi ,,,
