Name,URL,Price,Cores,Threads,Frequency (GHz),Cache (MB),Socket
"Processeur/Core i5-12400 4,40 GHz LGA1700 Plateau",https://www.amazon.fr/Intel-Core-i5-12400-Plateau-LGA1700/dp/B09QG2TJNN/ref=sr_1_45?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-45&ts_id=430352031&xpid=UQCCgQUsPuTWu,"220,42 €",,,4.40,,LGA1700
"Intel Processeur Core I7 I7-6700 Quad-Core 4 Coeurs 3,40 GHz - Socket H4 Lga-1151-1 Mo - Cache 8 Mo",https://www.amazon.fr/Intel-I7-6700-Quad-Core-Socket-Lga-1151-1MB/dp/B07RYQ4VDQ/ref=sr_1_46?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-46&ts_id=430352031&xpid=UQCCgQUsPuTWu,"119,90 €",4,,3.40,1,Lga1151
"Intel Core i7-7700K Processeur débloqué 8 Mo de cache, jusqu'à 4,50 GHz, Quad-Core Kaby Lake",https://www.amazon.fr/Intel-i7-7700K-Processeur-d%C3%A9bloqu%C3%A9-Quad-Core/dp/B01N30X8NM/ref=sr_1_47?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-47&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,4.50,8,
"Intel® Core™ i9-12900KF, processeur pour PC de Bureau, 16 cœurs (8P+8E) jusqu'à 5,2 GHz, LGA1700, chipset série 600 125 W",https://www.amazon.fr/Processeur-Intel-Core-i9-12900KF-BX8071512900KF/dp/B09GYHRNBL/ref=sr_1_48?c=ts&dib=eyJ2IjoiMSJ9.2wUvR2Y7eHLYCeWK3H8nX6XdpwJrUlq7H_rqHopMu1v-v4eveNmU2_Q1LpERI4JH9l4gklw7q8Xf9ihQ_F-4DHUXdtJhtv7Vl0dnd11uW7IuiqnXSA2GRBG2gDJ8kh-41dYRdHW5JYShf9ROQjj-nSYqTIuxHdDCPh4dqvZEnytQgxwCm54z3F4JUNTiijitI1XSYkloTQ6Y-ng6VUZtu4vKAf1bifFoFqWe_hzC_JY8yuSNhUKcZ-Ncxw1sa2BycEMhGLoNki5cA8liEkMtli9zA9IIqeCksaO0y1PPs58.kYxgy2Ib_fUJ1z8tkOPBeZWY2E4Eev3AQe8m2G1W9wE&dib_tag=se&keywords=CPUs&qid=1760137840&s=computers&sr=1-48&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5.2,,LGA1700
"Intel Xeon E5-2660 v3 Processeur Intel Xeon E5 v3, 2,6 GHz, LGA 2011-v3, 768 Go, DDR4-SDRAM, 1600,2133 MHz",https://www.amazon.fr/Intel-2660-V3-Processeur-ddr4-sdram-2133-MHz/dp/B00NFNZ0D6/ref=sr_1_49?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-49&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,2.6,,LGA2011
"AMD CPU, k6–2/550agr",https://www.amazon.fr/AMD-CPU-k6-2-550agr/dp/B00B871QZM/ref=sr_1_50?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-50&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,,,
CPU Intel Core i5-12600K / LGA1700 / Box 10 Cores / 16 Threads / 20M Cache,https://www.amazon.fr/Intel-BX8071512600K-Core-I5-12600K-3-70GHZ/dp/B09FX4D72T/ref=sr_1_51?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-51&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,10,16,,,LGA1700
"Processeur AMD Ryzen 5 3500X (6C/6T, 35 Mo de Cache, 4,1 GHz Max Boost)",https://www.amazon.fr/Ryzen-3500X-Processeur-m%C3%A9moire-Cache/dp/B082PB88GL/ref=sr_1_52?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-52&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,6,6,4.1,35,
"Intel Xeon E5-2620 V4 Octa-core [8 cœur] Processeur 2,10 GHz Socket R3 [lga2011-3] Pack OEM 2 Mo 20 Mo Cache 20 Mo Qpi 8 Gt/s 64 bits Vitesse d'overclocking 3 GHz 14 Nm 85 W -",https://www.amazon.fr/Intel-CM8066002032201S-Processeur-Xeon-E5-2620/dp/B0745CL6NF/ref=sr_1_53?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-53&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,2.10,2,lga2011
Processeur - 1 x Intel Core 2 Quad Q6600 / 2.4 GHz (1066 MHz) - LGA775 Socket - L2 8 Mo (2 x 4 Mo (4 Mo par Paire de noyaux)) - OEM,https://www.amazon.fr/Processeur-Intel-LGA775-Socket-noyaux/dp/B000YAVGL8/ref=sr_1_54?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-54&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,2.4,8,LGA775
"Intel Processeur Core i7 3770S / 3,1 GHz",https://www.amazon.fr/Intel-CM8063701211900-Core-I7-3770s-3-10ghz/dp/B009ZMXP1K/ref=sr_1_55?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-55&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,3.1,,
Intel CORE I5-13400F 2.50GHZ,https://www.amazon.fr/Intel-BX8071513400F-CORE-I5-13400F-2-50GHZ/dp/B0BQ6BRL4T/ref=sr_1_56?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-56&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,2.50,,
"Intel 630 Processeur (Intel® Pentium® 4, 3 GHz, Socket T (LGA 775), 90 nm, 800 MHz, Intel Pentium 4 600 Series Supporting Hyper-Threading Technology)",https://www.amazon.fr/Intel-Pentium-Processeur-COMPRIME-LATERAL/dp/B000GNPUPQ/ref=sr_1_57?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-57&ts_id=430352031&xpid=UQCCgQUsPuTWu,"170,31 €",,,3,,LGA775
Intel BX80646I54590S Processeur Core i5-4590S 3 GHz 4 cœurs Socket LGA1150 Box,https://www.amazon.fr/Intel-Haswell-Processeur-i5-4590S-BX80646I54590S/dp/B00JY3EK1O/ref=sr_1_58?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-58&ts_id=430352031&xpid=UQCCgQUsPuTWu,"109,38 €",,,3,,LGA1150
"Intel Core i9-14900F Processeur de bureau 24 cœurs (8 cœurs P + 16 cœurs E) jusqu'à 5,8 GHz",https://www.amazon.fr/Intel-i9-14900F-Processeur-bureau-jusqu%C3%A0/dp/B0CQ1FC8WZ/ref=sr_1_59?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-59&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5.8,,
CPU Intel Core i7-12700K / LGA1700 / Box 12 Cores / 20 Threads / 25M Cache,https://www.amazon.fr/Processeur-Intel-Core-i7-12700K-BX8071512700K/dp/B09GYJ5P98/ref=sr_1_60?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-60&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,12,20,,,LGA1700
"Intel® Core™ i5 i5-13600K Processeur 14 x 3,5 GHz (CPU) Tray Socket (PC) 1700",https://www.amazon.fr/Intel%C2%AE-CoreTM-i5-13600K-Processeur-Socket/dp/B0BS98MM6K/ref=sr_1_61?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-61&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,3.5,,
"AMD Ryzen 3 2200G avec Carte Graphique Radeon RX Vega 8, S AM4, Quad Core, 4 Fils, 3, 5 GHz, 3, 7 GHz Turbo, 4 Mo, 65 W, CPU",https://www.amazon.fr/AMD-Ryzen-2200G-Graphique-Radeon/dp/B07HYBBJNQ/ref=sr_1_62?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-62&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5,4,AM4
CPU pour Xeon X5650 Six-Core Twelve Threads 2.66GHz 12M Cache LGA1366 CPU Official Version,https://www.amazon.fr/Six-Core-Threads-2-66GHz-LGA1366-Official/dp/B085224241/ref=sr_1_63?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-63&ts_id=430352031&xpid=UQCCgQUsPuTWu,"15,89 €",,,2.66,,LGA1366
"Intel Core i7-4770S processeur 3,1 GHz 8 Mo L3 - Processeurs (Intel® Core™ i7 de 4e génération, 3,1 GHz, LGA 1150 (Emplacement H3), PC, 22 nm, i7-4770S)",https://www.amazon.fr/Intel-Core-i7-4770S-3-1GHz-processeur/dp/B00GL6W3EI/ref=sr_1_64?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-64&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,3.1,8,LGA1150
"Intel Core i7-4770S processeur 3,1 GHz 8 Mo L3",https://www.amazon.fr/Intel-Core-i7-4770S-processeur-GHz/dp/B00E7QJ14Y/ref=sr_1_65?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-65&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,3.1,8,
"Intel® Core™ i9-12900K, processeur pour PC de Bureau, 16 cœurs (8P+8E) jusqu'à 5,2 GHz, LGA1700, chipset série 600 125 W",https://www.amazon.fr/Intel-Core-i9-12900K-3-2-GHz/dp/B09GYLB4J6/ref=sr_1_66?c=ts&dib=eyJ2IjoiMSJ9.WnfkaYMRM8zb3BA-76pprO9kK597YYO4Q4ndVXRSh9aoMeUxK5ci97QKLexaoz--Q_UpHYD_Aho4ulV_On7Fra5UjkmDgYq8MhiUsX7Q7em1M9bw58BlyRO49zWh4kvOYG-0uWdmTS0nhwcyOsivY2BjPmW-Cc6KNCGbBtRY5VU70YOqiWsMxpB5bs-aYGuPxRN3DjTmx_GekzBwMFgmN-4AlbhodbRI5GBcoMZamDvtOQ-yTtslc8FCouR2jtfymVZWCaMr8GS7f2rM6w-ewg.jEhk85wm3-iHFT6uoDPaMBCyT-UuWtZies9Clotrow8&dib_tag=se&keywords=CPUs&qid=1760137845&s=computers&sr=1-66&ts_id=430352031&xpid=UQCCgQUsPuTWu,N/A,,,5.2,,LGA1700
