Name,URL,Price,Taille RAM,Type de RAM,Carte graphique,Fréquence d’horloge de la mémoire
"MSI GeForce GT 1030 4GHD4 LP OC Carte Graphique - 4 Go GDDR4, 1430 MHz, Conception Low Profile, DisplayPort, HDMI, système de Refroidissement Passif sans Ventilateur",https://www.amazon.fr/MSI-GeForce-4GHD4-Carte-Graphique/dp/B0BSN9H9Y7/ref=sr_1_21?c=ts&dib=eyJ2IjoiMSJ9.1VK1Z6j0q2E8pBGBAC70p1F1-5zU9fxB3yUmZfa9Vp1jqs2FGrtjJKFKzg2XEDKQgQ8r-aF33sJ8DvHMWILcFXxcdVB2611o-H_a0_18kMnEth8wTns7NPQkXw1ks_bsgwnbxtIiNheTkF5I0l3dyn0tt2vcnVDV0iCk5aJP5jeEGJ-GPmoFn6yjgsJV_PlKiVNW7ts7Pl3x9ZZYtOAStcPHMXhLZiUc5WJZb-JMhJ3iRI8cOd6qD9kVijYkdcOMS2tlpJPBhuCy5LufZS1Z5Avw52yDripIlfQ1K66vRmY.D3v1J9TmUjHZ7_YNCOuC7LnsRL-eXCZzilML0n5_Urw&dib_tag=se&keywords=Graphics+Cards&qid=1760138436&s=computers&sr=1-21&ts_id=430340031,"73,32 €",4 Go,Mémoire GDDR4,PCI Express,2100 MHz
sapphire technology Carte Graphique Nitro Plus AMD Radeon RX 9060 XT Gaming OC 16GB Double HDMI-DP,https://www.amazon.fr/Sapphire-Tarjeta-Gr%C3%A1fica-Radeon-FreeSync/dp/B0F8C4RQ2R/ref=sr_1_22?c=ts&dib=eyJ2IjoiMSJ9.1VK1Z6j0q2E8pBGBAC70p1F1-5zU9fxB3yUmZfa9Vp1jqs2FGrtjJKFKzg2XEDKQgQ8r-aF33sJ8DvHMWILcFXxcdVB2611o-H_a0_18kMnEth8wTns7NPQkXw1ks_bsgwnbxtIiNheTkF5I0l3dyn0tt2vcnVDV0iCk5aJP5jeEGJ-GPmoFn6yjgsJV_PlKiVNW7ts7Pl3x9ZZYtOAStcPHMXhLZiUc5WJZb-JMhJ3iRI8cOd6qD9kVijYkdcOMS2tlpJPBhuCy5LufZS1Z5Avw52yDripIlfQ1K66vRmY.D3v1J9TmUjHZ7_YNCOuC7LnsRL-eXCZzilML0n5_Urw&dib_tag=se&keywords=Graphics+Cards&qid=1760138436&s=computers&sr=1-22&ts_id=430340031,"360,50 €",16 Go,Mémoire GDDR6,PCI-Express x16,2 GHz
"Asus TUF Gaming GeForce RTX 5070 12GB GDDR7 OC Edition – Carte Graphique Gaming (PCIe 5.0, HDMI, Display 2.1, 3.125 Slot, Ventilateurs axiaux, revêtement Protecteur PCB)",https://www.amazon.fr/Asus-Gaming-GeForce-5070-GDDR7/dp/B0DYPGW2KB/ref=sr_1_23?c=ts&dib=eyJ2IjoiMSJ9.1VK1Z6j0q2E8pBGBAC70p1F1-5zU9fxB3yUmZfa9Vp1jqs2FGrtjJKFKzg2XEDKQgQ8r-aF33sJ8DvHMWILcFXxcdVB2611o-H_a0_18kMnEth8wTns7NPQkXw1ks_bsgwnbxtIiNheTkF5I0l3dyn0tt2vcnVDV0iCk5aJP5jeEGJ-GPmoFn6yjgsJV_PlKiVNW7ts7Pl3x9ZZYtOAStcPHMXhLZiUc5WJZb-JMhJ3iRI8cOd6qD9kVijYkdcOMS2tlpJPBhuCy5LufZS1Z5Avw52yDripIlfQ1K66vRmY.D3v1J9TmUjHZ7_YNCOuC7LnsRL-eXCZzilML0n5_Urw&dib_tag=se&keywords=Graphics+Cards&qid=1760138436&s=computers&sr=1-23&ts_id=430340031,N/A,16,Mémoire GDDR6X,PCI Express,28 GHz
"maxsun AMD Radeon R5 220 Carte graphique GPU 1 Go (DVI-I, HDMI, VGA)",https://www.amazon.fr/maxsun-Radeon-R5-220-graphique/dp/B0D1X815MZ/ref=sr_1_24?c=ts&dib=eyJ2IjoiMSJ9.1VK1Z6j0q2E8pBGBAC70p1F1-5zU9fxB3yUmZfa9Vp1jqs2FGrtjJKFKzg2XEDKQgQ8r-aF33sJ8DvHMWILcFXxcdVB2611o-H_a0_18kMnEth8wTns7NPQkXw1ks_bsgwnbxtIiNheTkF5I0l3dyn0tt2vcnVDV0iCk5aJP5jeEGJ-GPmoFn6yjgsJV_PlKiVNW7ts7Pl3x9ZZYtOAStcPHMXhLZiUc5WJZb-JMhJ3iRI8cOd6qD9kVijYkdcOMS2tlpJPBhuCy5LufZS1Z5Avw52yDripIlfQ1K66vRmY.D3v1J9TmUjHZ7_YNCOuC7LnsRL-eXCZzilML0n5_Urw&dib_tag=se&keywords=Graphics+Cards&qid=1760138436&s=computers&sr=1-24&ts_id=430340031,"29,16 €",1 Go,Mémoire GDDR3,PCI-Express x16,1000 MHz
"maxsun Carte Graphique AMD Radeon RX 580 8go 2048SP GDDR5 pour PC Gaming 256 Bits DirectX 12 DVI, HDMI, DisplayPort Multi moniteurs Extender Blanche Décodage 4k (Noir)",https://www.amazon.fr/maxsun-RX-580-2048SP-DisplayPort/dp/B0BY1GHRDV/ref=sr_1_25?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-25&ts_id=430340031&xpid=-8Th6JWl_oz2l,"116,66 €",8 Go,Mémoire GDDR5,PCI-Express x16,6000 MHz
"ASUS Dual GeForce RTX 5060 OC 8G GDDR7 Gaming Graphics Card - PCIe 5.0, 2565MHz Boost Clock, DLSS 4, HDMI 2.1b, DisplayPort 2.1b, 2.5 Slot, Axial-Tech Fan Design, 0dB Technology, Vented Backplate",https://www.amazon.fr/ASUS-GeForce-GDDR7-Gaming-Graphics/dp/B0F7HZ9QSZ/ref=sr_1_26?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-26&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16,Mémoire GDDR6X,PCI-Express x16,2535 MHz
"MSI NVIDIA GeForce RTX 5060 Ti 16G Shadow 2X OC Plus Carte Graphique - 16 Go GDDR7 (28 GB/s /192 Bits), PCIe 5.0 - Double Ventilateur (2X Ventilateurs STORMFORCE), HDMI 2.1b, DisplayPort 2.1b",https://www.amazon.fr/MSI-NVIDIA-GeForce-Shadow-Graphique/dp/B0F8BR2H6Z/ref=sr_1_27?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-27&ts_id=430340031&xpid=-8Th6JWl_oz2l,"390,83 €",16 Go,GDDR7,PCI Express,2407 MHz
"MSI NVIDIA GeForce RTX 5060 Ti 16G Inspire 2X OC Carte Graphique 16 Go GDDR7 (28 Gb/s/128 Bits), Refroidissement à Double Ventilateur (2 x Ventilateurs STORMFORCE) - HDMI 2.1b, DisplayPort 2.1b,",https://www.amazon.fr/MSI-Refroidissement-Ventilateur-Ventilateurs-STORMFORCE/dp/B0F32N1ZGH/ref=sr_1_28?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-28&ts_id=430340031&xpid=-8Th6JWl_oz2l,"421,67 €",16 Go,GDDR7,PCI Express,2407 MHz
Gigabyte Radeon RX 7600 Gaming OC 8G AMD 8 Go GDDR6,https://www.amazon.fr/GIGABYTE-Carte-Graphique-Radeon-GAMING/dp/B0C5DXJ165/ref=sr_1_29?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-29&ts_id=430340031&xpid=-8Th6JWl_oz2l,"255,00 €",8.0 Go,Mémoire GDDR6,AGP,1.8E+4 MHz
"MSI NVIDIA GeForce RTX 5080 16G Inspire 3X OC Carte Graphique 16 Go GDDR7 (30 Gb/s/256 Bits), Refroidissement à Triple Ventilateur (3 x STORMFORCE Fan) - HDMI 2.1b, DisplayPort 2.1b, SFF Ready",https://www.amazon.fr/MSI-Graphique-Refroidissement-Ventilateur-STORMFORCE/dp/B0BSLJK16Z/ref=sr_1_30?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-30&ts_id=430340031&xpid=-8Th6JWl_oz2l,"983,33 €",16 Go,GDDR7,PCI Express,30 MHz
"ASRock Radeon RX 6500 XT Phantom Gaming 4GB OC GDDR6 Graphics Card, RDNA2, AMD FidelityFX, 1024 Streams, 2820MHz Boost Noir",https://www.amazon.fr/ASRock-Phantom-Graphics-FidelityFX-Streams/dp/B09RHQNT5K/ref=sr_1_31?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-31&ts_id=430340031&xpid=-8Th6JWl_oz2l,"144,70 €",4 Go,Mémoire GDDR6,PCI Express 4.0,1
"ASUS Dual NVIDIA GeForce RTX 4060 Evo OC Edition – Carte Graphique (8GB GDDR6X, PCIe 4.0, DLSS 3, HDMI 2.1a, DisplayPort 1.4a, 2.5 Slot, Technologie 0dB)",https://www.amazon.fr/ASUS-Dual-NVIDIA-GeForce-4060/dp/B086ZTB81P/ref=sr_1_32?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-32&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,8 Go,Mémoire GDDR6,PCI Express 4.0,2535 MHz
"Gigabyte Radeon RX 9060 XT Gaming OC 16G Carte Graphique - 16GB GDDR6, 128bit, PCI-E 5.0, 3320 MHz Fréquence du cœur, 2 x DisplayPort, 1 x HDMI, GV-R9060XTGAMING OC-16GD",https://www.amazon.fr/Gigabyte-Radeon-Gaming-Carte-Graphique/dp/B0F7HTR8DQ/ref=sr_1_33?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-33&ts_id=430340031&xpid=-8Th6JWl_oz2l,N/A,16 Go,Mémoire GDDR6,PCI-Express x16,20000 MHz
Gigabyte GeForce RTX 3050 OC (6 Go GDDR6/PCI Express 4.0/MHz/MHz),https://www.amazon.fr/Gigabyte-GeForce-3050-GDDR6-Express/dp/B0CV4CPQ7S/ref=sr_1_34?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-34&ts_id=430340031&xpid=-8Th6JWl_oz2l,"168,72 €",6 Go,Mémoire GDDR6,PCI Express,14000 MHz
"Asus TUF Gaming GeForce RTX 5080 16GB GDDR7 OC Edition – Carte Graphique Gaming (PCIe 5.0, HDMI, Display 2.1, 3.6 Slot, Ventilateurs axiaux, revêtement Protecteur PCB)",https://www.amazon.fr/Asus-Gaming-GeForce-5080-GDDR7/dp/B0DS65KD1C/ref=sr_1_35?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-35&ts_id=430340031&xpid=-8Th6JWl_oz2l,"1 195,57 €",16,Mémoire GDDR6X,PCI Express,0 MHz
PNY Carte Graphique GeForce RTX™ 5070 12GB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DYPFGL88/ref=sr_1_36?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-36&ts_id=430340031&xpid=-8Th6JWl_oz2l,"583,24 €",12 Go,GDDR7,"PCI-Express x16, PCI-Express x16",2325 MHz
"MSI NVIDIA GeForce RTX 5070 Ti 16G Gaming Trio OC Carte Graphique - 16 Go GDDR7 (28 GB/s, 256-bit), PCIe 5.0 - TRI FROZR 4 (3 x Ventilateurs STORMFORCE) - RGB - HDMI 2.1b, DisplayPort 2.1b",https://www.amazon.fr/MSI-NVIDIA-GeForce-Gaming-Graphique/dp/B0F1NJF1K4/ref=sr_1_37?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-37&ts_id=430340031&xpid=-8Th6JWl_oz2l,"813,62 €",16 Go,GDDR7,PCI Express,28 MHz
"MSI NVIDIA GeForce RTX 5070 Ti 16G Inspire 3X OC Carte Graphique 16 Go GDDR7 (28 Gb/s/256 Bits), Refroidissement à Triple Ventilateur STORMFORCE - HDMI 2.1b, DisplayPort 2.1b, SFF Ready",https://www.amazon.fr/MSI-Graphique-Refroidissement-Ventilateur-STORMFORCE/dp/B0DZD7L7X6/ref=sr_1_38?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-38&ts_id=430340031&xpid=-8Th6JWl_oz2l,"766,02 €",16 Go,GDDR7,PCI Express,28 MHz
Sparkle Intel Arc B580 Titan OC 12GB GDDR6,https://www.amazon.fr/Sparkle-Intel-B580-Titan-GDDR6/dp/B0DNMH4KQM/ref=sr_1_39?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-39&ts_id=430340031&xpid=-8Th6JWl_oz2l,"318,67 €",12 Go,Mémoire GDDR6,PCI-Express x8,19 GHz
"Gigabyte GeForce RTX 5060 Ti Gaming OC 16G Carte Graphique – 16 Go GDDR7, 128 Bits, PCI-E 5.0, 2647 MHz Fréquence du processeur, 3 x DisplayPort, 1 x HDMI, GV-N506TGAMING OC-16GD",https://www.amazon.fr/Gigabyte-GeForce-Gaming-Carte-Graphique/dp/B0F4NHW51D/ref=sr_1_40?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-40&ts_id=430340031&xpid=-8Th6JWl_oz2l,"522,75 €",16,GDDR7,PCI-Express x16,28000 MHz
Sapphire Pulse 11324-01-20G Carte Graphique AMD Radeon RX 7600 8 Go GDDR6,https://www.amazon.fr/Sapphire-Pulse-11324-01-20G-Graphique-Radeon/dp/B0C49S5R55/ref=sr_1_41?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-41&ts_id=430340031&xpid=-8Th6JWl_oz2l,"222,38 €",8 Go,Mémoire GDDR6,PCI-Express x16,2355.0 MHz
"Asus GeForce GT1030 2G BRK – Carte Graphique (2GB GDDR5, Technologie Auto-Extreme, GPU Tweak II)",https://www.amazon.fr/Asus-90YV0AT2-M0NA00-Graphique-GeForce-Express/dp/B0789CF1KM/ref=sr_1_42?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-42&ts_id=430340031&xpid=-8Th6JWl_oz2l,"73,23 €",2,Mémoire GDDR5,PCI Express,1200 MHz
PNY Carte Graphique GeForce RTX™ 5080 16GB OC Triple Fan DLSS 4,https://www.amazon.fr/PNY-Carte-Graphique-GeForce-Triple/dp/B0DTJFZ4YS/ref=sr_1_43?c=ts&dib=eyJ2IjoiMSJ9.R8Ipzf-IhTehGiz-SPpT8NLzTXasXXqlnz3FyUxJeT9mMqUiVZoEOHoo1vHKSFZTqUaAjjdskiv1frF2SvT1HQ4j89TZ6dm4zcn6Pk6LpVV5qhPTI76XRkbKJf1YxW6U1caJYjVhc1cdxyJut19oSz-rG_SvMmWwTUcga4MSAH4A5luzLtu0u74XbUNSsgzcHhFSRiZFDdBNxkwij2fm-ehn3q6eDIAV4BdbSQZPlnM-uDLhjiuOcl5KT6pD_ZXtKWue4sMIktc3N-koQwET9W5swlR8fqr05KqcPTuenAc.rCB0kD5gldxo17mwktrgSK4YkwHQO94fmGehvMwCtlY&dib_tag=se&keywords=Graphics+Cards&qid=1760138443&s=computers&sr=1-43&ts_id=430340031&xpid=-8Th6JWl_oz2l,"958,52 €",16 Go,Mémoire GDDR6X,"PCI-Express x16, PCI-Express x16",2295 MHz
